source_row_id,source_platform,scraped_date,name,address,city,postcode,neighbourhood,phone,website,cuisine,price_band,rating,review_count,fullservice_keyword_filter,fullservice_llm_filter,fullservice_llm_confidence,pos_system,pos_signal,pos_eligibility,chain_size_bucket,restaurant_group
R002534,civicpages,2026-07-28,The Copper Kiosk,7681 East Ashfield Blvd,Verano Bay,40426,Sunfield,(555) 497-6981,,Mexican,$$,4.6,792,fail,fail,0.9,-,none,unknown,SME,
R001778,dineline,2026-07-16,Kinship Supper Club,4355 E Quinton Blvd,Verano Bay,40398,Marisol,555-263-5323,https://www.kinshipsupperclub.example,Japanese,$$,3.4,738,pass,pass,0.97,,none,unknown,SME,
R001942,civicpages,2026-07-02,Zephyr Dining Room - Harbor Point,876 East Mallow Street,Verano Bay,40567,Sunfield,555.367.8226,https://www.zephyrdiningroom.example,Greek,$$$$,3.3,918,pass,pass,0.93,not found,none,unknown,SME,
R001981,civicpages,2026-07-14,Tallgrass Trattoria,6308 S Cortez Rd,Verano Bay,40437,Sunfield,555-526-1226,https://www.tallgrasstrattoria.example,Spanish,$$,3.8,505,pass,pass,0.83,-,none,unknown,SME,
R001949,bookwell,2026-07-20,Salt & Vine Alehouse,3203 S Cortez Rd,Verano Bay,40140,Stillwater,555.541.3866,,Thai,$$$$,4.5,291,pass,pass,0.96,n/a,none,unknown,SME,
R000523,atlasmaps,2026-06-30,MOTHERLAND STEAKHOUSE,2861 South Bayard Avenue,Verano Bay,40370,Bayview Flats,(555) 510-4238,https://www.motherlandsteakhouse.example,Greek,$,4.1,1366,pass,pass,0.89,UNKNOWN,none,unknown,SME,
R000258,roamly,2026-07-22,Harrow Alehouse,2152 W Calder Ave,Verano Bay,40690,Ashgrove,(555) 133-1612,https://www.harrowalehouse.example,Thai,$$,4.7,1960,pass,pass,0.79,UNKNOWN,none,unknown,SME,
R001479,civicpages,2026-07-28,Copper Trattoria - Marisol,4923 North Bayard Rd,Verano Bay,40295,Miradero,(555) 930-5037,https://www.coppertrattoria.example,Japanese,$$$,3.8,718,pass,pass,0.82,N/A,none,unknown,SME,
R002866,bookwell,2026-07-19,Dovetail Food Truck,3251 W Bayard Blvd,Verano Bay,40625,Stillwater,555.839.0786,https://www.dovetailfoodtruck.example,Barbecue,$$,4.1,1494,pass,fail,0.92,N/A,none,unknown,SME,
R003318,bookwell,2026-07-03,Thistle Kitchen,2786 E Bayard St,Verano Bay,40561,Sablewood,555.648.9747,https://www.thistlekitchen.example,French,$$,4.5,1911,pass,pass,0.89,UNKNOWN,none,unknown,large,Thistle Inc
R003480,dineline,2026-07-05,Harrow Steakhouse,5933 N Vance Blvd,Calla Ridge,40281,,+1 555 757 5228,https://www.harrowsteakhouse.example,Mexican,$$$,4.5,439,pass,pass,0.89,IRONCLAD,website_fingerprint,fail,SME,
R002387,civicpages,2026-07-05,Yarrow Counter 1 2,6003 S Calder Rd,Verano Bay,40249,Ashgrove,+1 555 160 5720,https://www.yarrowcounter12.example,Korean,$$,4.0,744,pass,fail,0.77,n/a,none,unknown,SME,
R000454,atlasmaps,2026-07-07,Tallgrass Bistro,252 East Cortez Street,Verano Bay,40695,Sunfield,,https://www.tallgrassbistro.example,Seafood,$$$$,4.4,1171,pass,pass,0.8,Meridian Cloud,website_fingerprint,pass,SME,
R001157,tablefind,2026-07-20,Driftwood House,4763 E Serra Rd,Verano Bay,40218,Old Mill,+1 555 145 9750,https://www.driftwoodhouse.example,Peruvian,$$,4.4,1685,pass,pass,0.84,unknown,none,unknown,SME,
R002193,atlasmaps,2026-07-28,Rookery Supper Club,3453 North Rivermead Boulevard,Verano Bay,40754,Ferrymead,+1 555 409 2987,https://www.rookerysupperclub.example,Barbecue,$,3.6,1522,pass,pass,0.78,n/a,none,unknown,SME,
R002710,civicpages,2026-07-07,Mercado Deli - Miradero,7405 West Prospect Street,Verano Bay,40763,Ferrymead,555-214-9756,https://www.mercadodeli.example,French,$,3.5,476,fail,fail,0.96,cadence,website_fingerprint,fail,SME,
R002835,tablefind,2026-07-16,Sparrow Cafe 1,6858 N Mallow Rd,Verano Bay,40516,Stillwater,+1 555 520 3119,,Thai,$$$$,3.8,1650,fail,fail,0.74,-,none,unknown,SME,
R001370,dineline,2026-07-21,Little Bear Wine Bar,7273 W Prospect Blvd,Verano Bay,40506,Calder Park,+1 555 429 7781,https://www.littlebearwinebar.example,Greek,$$,3.8,945,pass,pass,0.94,N/A,none,unknown,SME,
R000010,bookwell,2026-07-23,SABLE DINING ROOM,663 W Quinton Rd,Verano Bay,40494,Kingsway,555.317.1871,https://www.sablediningroom.example,Indian,$$,3.9,1826,pass,pass,0.8,Ironclad POS,website_fingerprint,fail,mid-cap,Sable Hospitality Group
R000188,atlasmaps,2026-07-22,Olive and Ash Room,2722 N Ashfield Avenue,Verano Bay,40501,Templeton,555.173.3531,https://www.oliveashroom.example,Steakhouse,$$,4.7,1261,pass,pass,0.95,n/a,none,unknown,SME,
R000339,atlasmaps,2026-07-21,Umber Smokehouse,6859 W Mallow Blvd,Verano Bay,40318,Sablewood,+15557522668,https://www.umbersmokehouse.example,Polish,$,4.2,1779,pass,pass,0.85,n/a,none,unknown,SME,
R001493,atlasmaps,2026-07-09,Rookery Table Verano Bay,6098 East Mallow St,Verano Bay,40292,Stillwater,555.715.9235,https://www.rookerytable.example,Peruvian,$$,4.5,364,pass,pass,0.82,Unknown,none,unknown,SME,
R002020,bookwell,2026-06-30,Kinship Taqueria,7982 W Cortez Street,Verano Bay,40104,Cedar Cross,(555) 145-6827,https://www.kinshiptaqueria.example,Barbecue,$,4.0,1261,pass,pass,0.76,unknown,none,unknown,SME,
R001740,atlasmaps,2026-07-27,Nettle Room,2351 S Serra Blvd,Verano Bay,40635,Stillwater,(555) 411-7946,https://www.nettleroom.example,Indian,$$$,3.8,953,pass,pass,0.79,-,none,unknown,SME,
R001097,dineline,2026-07-22,Kingfisher Smokehouse,2533 S Rivermead Ave,Verano Bay,40493,Harbor Point,+1 555 365 7813,https://www.kingfishersmokehouse.example,Thai,$$$,4.3,1440,pass,pass,0.94,Cadence Mini,website_fingerprint,fail,SME,
R000503,roamly,2026-07-12,Sixpence Osteria,3062 W Mallow St,Verano Bay,40255,Greenhithe,+1 555 604 7736,https://www.sixpenceosteria.example,Italian,$,4.2,1484,pass,pass,0.77,,none,unknown,SME,
R000340,civicpages,2026-07-03,UMBER SMOKEHOUSE,"6859 W Mallow Blvd, Verano Bay",Verano Bay,40554,Sablewood,+15557522668,https://www.umbersmokehouse.example,Polish,$,4.4,2090,pass,pass,0.81,,none,unknown,SME,
R001095,atlasmaps,2026-07-03,The Cinder Oyster Bar,"863 E Cortez Rd, Verano Bay",Verano Bay,40681,Fox Hollow,,,Seafood,$$$$,4.9,634,pass,pass,0.86,N/A,none,unknown,SME,
R000185,roamly,2026-07-09,Motherland Chophouse,923 S Mallow Blvd,Verano Bay,40402,Windrow,555.537.8596,https://www.motherlandchophouse.example,Vietnamese,$$$,4.1,426,pass,pass,0.81,Unknown,none,unknown,SME,
R000614,roamly,2026-07-22,Silverfin Oyster Bar,4756 North Serra Ave,Verano Bay,40712,Marisol,5555477324,,French,$$$,4.3,456,pass,pass,0.96,unknown,none,unknown,SME,
R001799,dineline,2026-07-28,Prairie Alehouse,826 S Fennimore Blvd,Verano Bay,40179,Templeton,+15556364026,https://www.prairiealehouse.example,Japanese,$$,3.5,1140,pass,pass,0.94,-,none,unknown,SME,
R000334,roamly,2026-07-04,Warbler Grill Restaurant,171 W Bayard Road,Verano Bay,40236,Corvo Heights,+15552774342,https://www.warblergrill.example,Vietnamese,$$$$,4.8,606,pass,pass,0.81,,none,unknown,SME,
R000744,dineline,2026-07-04,Mercado Oyster Bar,3782 W Wexley Blvd,Verano Bay,40689,Old Mill,(555) 395-7496,https://www.mercadooysterbar.example,Polish,$$,4.5,382,pass,pass,0.74,n/a,none,unknown,SME,
R002986,civicpages,2026-07-26,Nettle Counter,4573 S Prospect Rd,Verano Bay,40374,Cedar Cross,+15557393241,https://www.nettlecounter.example,Korean,$$,3.6,854,pass,fail,0.75,not found,none,unknown,SME,
R002882,dineline,2026-07-24,Cardinal Kiosk,3376 W Lindmere Blvd,Verano Bay,40431,Bayview Flats,+15552181841,https://www.cardinalkiosk.example,Italian,$$$$,4.2,1172,pass,fail,0.81,unknown,none,unknown,SME,
R001907,bookwell,2026-07-23,HARROW TABLE,2061 South Lindmere Street,Verano Bay,40238,Sablewood,+1 555 183 5255,https://www.harrowtable.example,Vietnamese,$$,4.7,228,pass,pass,0.83,N/A,none,unknown,SME,
R000128,dineline,2026-07-27,Mercado Kitchen,3406 E Bayard Rd,Verano Bay,40767,Calder Park,5554914619,https://www.mercadokitchen.example,Indian,$$,4.6,447,pass,pass,0.88,n/a,none,unknown,SME,
R001618,civicpages,2026-07-23,Larkspur Brasserie,7517 N Mallow St,Verano Bay,40512,Ashgrove,(555) 459-5650,https://www.larkspurbrasserie.example,Mexican,$$,3.7,940,pass,pass,0.73,N/A,none,unknown,SME,
R000369,roamly,2026-07-17,Tidewater Room Restaurant,4318 S Ashfield Road,Verano Bay,40595,Ferrymead,+15551469121,https://www.tidewaterroom.example,Spanish,$$,4.2,390,pass,pass,0.82,Unknown,none,unknown,SME,
R000637,roamly,2026-07-05,Gallow Smokehouse,7861 East Halloway Road,Verano Bay,40196,Sablewood,+1 555 688 2612,https://www.gallowsmokehouse.example,Mediterranean,$$$,4.1,39,pass,pass,0.74,not found,none,unknown,SME,
R002419,atlasmaps,2026-07-08,Inkwell Express,380 S Fennimore Rd,Verano Bay,40520,Cedar Cross,555.239.8856,https://www.inkwellexpress.example,Steakhouse,$$$$,4.7,2204,fail,fail,0.96,unknown,none,unknown,SME,
R001217,roamly,2026-07-19,Kinship Room,5103 N Prospect Ave,Verano Bay,40351,Miradero,555.927.4700,https://www.kinshiproom.example,Mexican,$,3.7,2101,pass,pass,0.84,unknown,none,unknown,SME,
R002899,roamly,2026-06-30,Redbird Counter 1,1615 N Serra Rd,Verano Bay,40336,Alder Heights,5551542419,https://www.redbirdcounter1.example,Mediterranean,$,4.3,691,fail,fail,0.75,unknown,none,unknown,SME,
R002944,bookwell,2026-07-21,Fernwood To Go - Windrow,"4645 E Cortez Ave, Verano Bay",Verano Bay,40219,Windrow,5558011191,https://www.fernwoodtogo.example,Polish,$$,3.7,144,fail,fail,0.96,,none,unknown,SME,
R003332,tablefind,2026-07-16,Palisade Alehouse,215 S Lindmere St,Verano Bay,40645,Kingsway,(555) 415-9584,https://www.palisadealehouse.example,Thai,$$$$,4.3,887,pass,pass,0.86,-,none,unknown,large,Palisade Inc
R000069,dineline,2026-07-27,Marrow Oyster Bar,1552 N Bayard Blvd,Verano Bay,40490,Greenhithe,555.505.4911,https://www.marrowoysterbar.example,Steakhouse,$,4.3,651,pass,pass,0.83,UNKNOWN,none,unknown,SME,
R000612,civicpages,2026-07-28,Mercado Trattoria,6969 E Wexley St,Verano Bay,40451,Kingsway,+1 555 973 6840,,French,$,3.6,879,pass,pass,0.9,-,none,unknown,SME,
R002244,dineline,2026-07-11,Roan Steakhouse,5952 W Lindmere Rd,Verano Bay,40243,Fox Hollow,555-601-2321,https://www.roansteakhouse.example,Italian,$$,4.8,1064,pass,pass,0.9,,none,unknown,SME,
R002190,roamly,2026-07-24,Fernwood House - Marisol,5311 East Mallow Street,Verano Bay,40610,Cedar Cross,555.870.2160,https://www.fernwoodhouse.example,Vietnamese,$$,4.9,32,pass,pass,0.77,vellum,website_fingerprint,pass,SME,
R000246,civicpages,2026-07-17,Salt & Vine Tavern,4211 East Prospect Rd,Verano Bay,40698,Windrow,(555) 814-2701,https://www.saltvinetavern.example,Barbecue,$,4.4,1282,pass,pass,0.96,VELLUM,website_fingerprint,pass,SME,
R000262,roamly,2026-06-30,Driftwood Steakhouse,7515 W Wexley St,Verano Bay,40542,Corvo Heights,555-615-8123,https://www.driftwoodsteakhouse.example,Italian,$,4.4,819,pass,pass,0.92,ironcladpos,website_fingerprint,fail,SME,
R002009,tablefind,2026-07-17,The Pike Alehouse,1029 S Rivermead St,Verano Bay,40678,Ashgrove,+15559047831,https://www.pikealehouse.example,French,$$$,3.9,264,pass,pass,0.78,N/A,none,unknown,SME,
R001083,bookwell,2026-07-09,Juniper Oyster Bar,4332 East Prospect Rd,Verano Bay,40177,Lantern Hill,555.595.4402,https://www.juniperoysterbar.example,Ethiopian,$$$$,4.8,1173,pass,pass,0.78,not found,none,unknown,SME,
R000176,roamly,2026-07-14,Silverfin Trattoria Verano Bay,6085 West Lindmere Street,Verano Bay,40133,Bayview Flats,555-497-3534,https://www.silverfintrattoria.example,Spanish,$$,4.1,532,pass,pass,0.89,N/A,none,unknown,SME,
R000945,roamly,2026-07-06,The Orchard Steakhouse,7209 South Ashfield St,Verano Bay,40733,Bramble Row,555-864-0367,https://www.orchardsteakhouse.example,Mediterranean,$$,3.7,600,pass,pass,0.99,-,none,unknown,SME,
R001408,bookwell,2026-07-02,Foxglove Alehouse,354 N Prospect Rd,Verano Bay,40231,Sunfield,555.435.3105,https://www.foxglovealehouse.example,Vietnamese,$,3.8,182,pass,pass,0.95,N/A,none,unknown,SME,
R001324,atlasmaps,2026-07-19,Bramble Brasserie,4759 W Bayard Blvd,Verano Bay,40146,Lantern Hill,(555) 150-6162,,Italian,$,4.6,764,pass,pass,0.91,not found,none,unknown,SME,
R003006,bookwell,2026-07-17,Juniper Smoothie,2793 E Mallow St,Verano Bay,40653,Old Mill,555-178-7069,https://www.junipersmoothie.example,Contemporary,$$$$,4.6,549,fail,fail,0.82,N/A,none,unknown,SME,
R000222,dineline,2026-07-04,Tin Roof Trattoria,1599 S Rivermead Blvd,Verano Bay,40336,Kingsway,5558248942,https://www.tinrooftrattoria.example,Thai,$,3.5,298,pass,pass,0.81,N/A,none,unknown,SME,
R000833,atlasmaps,2026-07-28,Nine Bridges Wine Bar,4104 N Lindmere Ave,Verano Bay,40179,Stillwater,(555) 104-4446,https://www.ninebridgeswinebar.example,Vietnamese,$$,4.1,319,pass,pass,0.83,UNKNOWN,none,unknown,SME,
R000271,bookwell,2026-07-22,Fallowfield Room,723 South Quinton Rd,Verano Bay,40317,Calder Park,+1 555 870 1828,https://www.fallowfieldroom.example,Polish,$$$,3.6,797,pass,pass,0.78,-,none,unknown,SME,
R001386,tablefind,2026-07-22,MARIGOLD DINING ROOM,7622 S Calder Rd,Verano Bay,40770,Harbor Point,+1 555 953 8751,https://www.marigolddiningroom.example,Polish,$,4.4,1794,pass,pass,0.85,N/A,none,unknown,SME,
R000054,atlasmaps,2026-07-25,Little Brasserie,1230 E Mallow Ave,Verano Bay,40782,Alder Heights,(555) 686-1581,https://www.littlebrasserie.example,French,$$,4.3,1468,pass,pass,0.9,Ironclad,website_fingerprint,fail,SME,Little Bear Group
R002452,atlasmaps,2026-07-15,Wildwood Kiosk,3516 N Quinton Rd,Verano Bay,40210,Kingsway,555.425.3493,,Vietnamese,$$$,3.8,1784,fail,fail,0.75,not found,none,unknown,SME,
R003180,tablefind,2026-07-10,Sixpence Chophouse,6734 E Fennimore Blvd,Verano Bay,40339,Greenhithe,555.342.0328,https://www.sixpencechophouse.example,Seafood,$$,4.3,477,pass,pass,0.77,meridian cloud,website_fingerprint,pass,mid-cap,Sixpence Group
R001677,roamly,2026-06-30,Umber Kitchen - Cedar Cross,6495 N Bayard Rd,Verano Bay,40433,Harbor Point,555.449.8678,https://www.umberkitchen.example,Korean,$,4.5,1208,pass,pass,0.73,not found,none,unknown,SME,
R001277,dineline,2026-07-25,Persimmon Wine Bar,7379 S Calder Ave,Verano Bay,40670,Calder Park,555.681.7830,https://www.persimmonwinebar.example,Vietnamese,$$$,4.5,1180,pass,pass,0.74,-,none,unknown,SME,
R002422,bookwell,2026-07-16,The Northbank Cafe,6848 W Quinton Avenue,Verano Bay,40529,Miradero,(555) 173-4476,,Polish,$$$,3.3,1267,pass,fail,0.86,Unknown,none,unknown,SME,
R000265,tablefind,2026-06-30,Basil & Bone Grill - Cedar Cross,767 E Bayard Ave,Verano Bay,40700,Sunfield,,https://www.basilbonegrill.example,Barbecue,$,3.6,611,pass,pass,0.75,Northstar Restaurant,website_fingerprint,pass,SME,
R001444,bookwell,2026-07-21,Motherland Tavern,2729 S Bayard Blvd,Verano Bay,40361,Greenhithe,+15552360103,https://www.motherlandtavern.example,Mediterranean,$,4.7,162,pass,pass,0.73,Fernpost,website_fingerprint,fail,SME,
R001812,dineline,2026-07-28,Wildwood Kitchen,2174 S Mallow St,Verano Bay,40165,Palisade Park,+1 555 734 2572,https://www.wildwoodkitchen.example,Japanese,$$,4.2,415,pass,pass,0.89,Unknown,none,unknown,SME,
R000372,roamly,2026-07-22,Blue Heron Table,872 N Rivermead Rd,Verano Bay,40730,Miradero,555-771-3770,https://www.blueherontable.example,Contemporary,$$,4.5,374,pass,pass,0.92,Unknown,none,unknown,SME,
R003484,tablefind,2026-07-06,Amber Smokehouse,2533 N Quinton Rd,Port Adair,40387,,5557143580,https://www.ambersmokehouse.example,Mediterranean,$,4.7,517,pass,pass,0.97,-,none,unknown,SME,
R000186,roamly,2026-07-18,Olive & Ash Room,2722 N Ashfield Ave,Verano Bay,40386,Templeton,(555) 173-3531,https://www.oliveashroom.example,Steakhouse,$$,4.7,1499,pass,pass,0.76,N/A,none,unknown,SME,
R003013,civicpages,2026-07-13,Nine Bridges Donuts,7144 W Tarrow St,Verano Bay,40410,Miradero,5553607687,https://www.ninebridgesdonuts.example,Spanish,$$$$,3.4,1417,pass,fail,0.92,tessera,website_fingerprint,pass,SME,
R003068,dineline,2026-07-21,LANTERN SMOKEHOUSE,3145 West Calder Ave,Verano Bay,40638,Lantern Hill,555-545-3647,https://www.lanternsmokehouse.example,Italian,$$$$,3.4,180,pass,pass,0.81,N/A,none,unknown,mid-cap,Lantern Group
R000132,dineline,2026-07-06,Thicket Osteria,2866 East Ashfield Boulevard,Verano Bay,40728,Cedar Cross,(555) 294-0655,https://www.thicketosteria.example,Spanish,$$,4.2,1130,pass,pass,0.73,ironcladpos,website_fingerprint,fail,SME,
R003291,atlasmaps,2026-07-11,Rambler Brasserie,6619 E Serra Blvd,Verano Bay,40147,Marisol,(555) 226-8187,https://www.ramblerbrasserie.example,Contemporary,$$,3.5,901,pass,pass,0.78,,none,unknown,large,Rambler Inc
R000715,bookwell,2026-07-22,Jackdaw Oyster Bar Verano Bay,"5449 W Lindmere Blvd, Verano Bay",Verano Bay,40758,Kingsway,5554626327,https://www.jackdawoysterbar.example,Contemporary,$$$,4.0,1658,pass,pass,0.94,N/A,none,unknown,SME,
R002472,dineline,2026-07-16,Thistle Kiosk 1,1528 W Calder St,Verano Bay,40259,Bayview Flats,555.967.4153,,Spanish,$$$,3.6,67,pass,fail,0.79,-,none,unknown,SME,
R000556,civicpages,2026-07-07,The Verde Tavern,3655 West Prospect St,Verano Bay,40776,Corvo Heights,+15554531243,https://www.verdetavern.example,Ethiopian,$,3.7,573,pass,pass,0.83,-,none,unknown,SME,
R002647,roamly,2026-07-26,Redbird Creamery,134 W Quinton St,Verano Bay,40595,Bramble Row,(555) 652-1854,https://www.redbirdcreamery.example,Seafood,$,4.6,1120,fail,fail,0.87,not found,none,unknown,SME,
R000282,bookwell,2026-07-16,Rookery Brasserie,5936 E Ashfield Ave,Verano Bay,40549,Kingsway,5555700424,,Steakhouse,$$,4.2,1278,pass,pass,0.92,n/a,none,unknown,SME,
R001519,dineline,2026-07-10,Rosewater Dining Room,6888 S Vance St,Verano Bay,40606,Rivera District,(555) 424-5646,https://www.rosewaterdiningroom.example,Contemporary,$$$$,4.1,1532,pass,pass,0.76,unknown,none,unknown,SME,
R002088,tablefind,2026-06-30,Verde Oyster Bar,273 W Quinton Blvd,Verano Bay,40161,Bramble Row,5553574192,https://www.verdeoysterbar.example,Polish,$$,4.1,1732,pass,pass,0.74,n/a,none,unknown,SME,
R000681,bookwell,2026-07-21,Oxbow Room,5885 S Vance St,Verano Bay,40244,Bramble Row,,https://www.oxbowroom.example,Spanish,$$,4.3,697,pass,pass,0.86,,none,unknown,SME,
R001144,civicpages,2026-07-22,Foxglove Oyster Bar,5968 East Vance Boulevard,Verano Bay,40618,Miradero,+1 555 667 9857,https://www.foxgloveoysterbar.example,Seafood,$$,4.6,874,pass,pass,0.97,Unknown,none,unknown,SME,
R001247,civicpages,2026-07-18,Stonecutter Table,2182 N Fennimore Blvd,Verano Bay,40351,Marisol,5552798053,https://www.stonecuttertable.example,Italian,$$,3.9,406,pass,pass,0.97,Unknown,none,unknown,SME,
R001378,civicpages,2026-07-17,Rookery Dining Room,5005 S Quinton Blvd,Verano Bay,40291,Sunfield,555.949.3074,https://www.rookerydiningroom.example,French,$$$$,3.3,122,pass,pass,0.76,unknown,none,unknown,SME,
R000888,bookwell,2026-07-26,Kinship Kitchen,3882 E Vance Rd,Verano Bay,40619,Greenhithe,(555) 149-1298,https://www.kinshipkitchen.example,Barbecue,$$$,4.8,953,pass,pass,0.97,,none,unknown,SME,
R001864,tablefind,2026-07-19,Heron Bistro,6181 W Ashfield Rd,Verano Bay,40493,Rivera District,(555) 867-7811,,Spanish,$$$,3.4,1263,pass,pass,0.8,Unknown,none,unknown,SME,
R000580,bookwell,2026-07-21,Violet Supper Club,4046 W Calder Rd,Verano Bay,40348,Rivera District,555.275.7214,https://www.violetsupperclub.example,Seafood,$,4.8,2162,pass,pass,0.75,not found,none,unknown,SME,
R001091,dineline,2026-07-18,TALLGRASS TABLE,1887 North Ashfield Blvd,Verano Bay,40357,Stillwater,+1 555 114 0353,https://www.tallgrasstable.example,French,$$,3.6,1555,pass,pass,0.79,Northstar POS,website_fingerprint,pass,SME,
R000582,tablefind,2026-07-08,Driftwood Cantina,6573 N Ashfield St,Verano Bay,40444,Ashgrove,555-907-8907,https://www.driftwoodcantina.example,Mediterranean,$$$,3.7,667,pass,pass,0.88,unknown,none,unknown,SME,
R003403,atlasmaps,2026-07-13,Roan Wine Bar,4986 E Calder Rd,Calla Ridge,40248,,5556724374,https://www.roanwinebar.example,Steakhouse,$$,4.1,1072,pass,pass,0.82,unknown,none,unknown,SME,
R002270,civicpages,2026-07-13,Ironwood Coffee,3820 N Wexley Rd,Verano Bay,40267,Corvo Heights,(555) 535-3027,https://www.ironwoodcoffee.example,Seafood,$$$$,4.7,875,pass,fail,0.89,unknown,none,unknown,SME,
R003217,bookwell,2026-07-11,Yarrow Bistro,326 S Mallow Rd,Verano Bay,40190,Greenhithe,+1 555 549 4041,https://www.yarrowbistro.example,Spanish,$,3.6,710,pass,pass,0.85,Unknown,none,unknown,mid-cap,Yarrow Group
R001906,civicpages,2026-07-09,Harrow Table,2061 S Lindmere St,Verano Bay,40434,Sablewood,+1 555 183 5255,https://www.harrowtable.example,Vietnamese,$$,4.9,146,pass,pass,0.95,,none,unknown,SME,
R000900,civicpages,2026-07-22,Ember Bistro,880 N Mallow St,Verano Bay,40531,Old Mill,+1 555 774 7078,https://www.emberbistro.example,Barbecue,$$,3.3,1344,pass,pass,0.98,vellum,website_fingerprint,pass,SME,
R001030,tablefind,2026-07-06,Little Bear Trattoria - Ferrymead,4328 E Cortez Ave,Verano Bay,40389,Quarry End,+15558848515,https://www.littlebeartrattoria.example,Thai,$$$,4.1,482,pass,pass,0.82,n/a,none,unknown,SME,
R001836,bookwell,2026-07-28,Driftwood Chophouse,3123 S Halloway Blvd,Verano Bay,40732,Kingsway,(555) 548-4384,https://www.driftwoodchophouse.example,Greek,$$$,5.0,1476,pass,pass,0.98,N/A,none,unknown,SME,
R000347,civicpages,2026-07-25,Olive & Ash Chophouse,5842 W Wexley Ave,Verano Bay,40378,Windrow,+15552478021,https://www.oliveashchophouse.example,Japanese,$$,4.4,492,pass,pass,0.9,N/A,none,unknown,SME,
R003120,tablefind,2026-07-24,Silverfin Alehouse,"4768 E Mallow Ave, Verano Bay",Verano Bay,40188,Fox Hollow,555-943-6020,https://www.silverfinalehouse.example,Italian,$$,3.5,633,pass,pass,0.9,N/A,none,unknown,mid-cap,Silverfin Group
